	x	y
182	21.011	22.796
183	21.016	24.87
184	21.956	24.877
185	23.227	24.938
186	24.213	24.842
187	17.994	15.992
188	16.927	15.977
189	18.904	15.986
190	20.085	15.949
191	21.901	15.95
192	20.933	15.956
193	23.132	16.038
194	24.059	16.02
195	26.042	15.983
196	25.075	16.007
197	26.992	15.973
198	9.885	15.988
199	12.064	16.067
200	10.877	15.971
201	13.093	16.033
202	14.008	16.038
203	15.956	16.001
204	15.001	16.014
205	17.002	15.002
206	17.969	15.026
207	12.045	15.052
208	10.877	14.964
209	15.026	15.004
210	15.908	15.036
211	13.083	15.039
212	13.973	15.034
213	23.151	15.033
214	24.092	15.02
215	21.908	14.979
216	25.077	15.02
217	17.983	13.979
218	15.042	14.003
219	15.96	13.988
220	14.015	14.092
221	9.938	25.924
222	10.906	25.928
223	12.211	26.031
224	13.941	25.99
225	13.052	25.997
226	15.065	25.942
227	15.954	25.936
228	25.117	25.95
229	26.096	25.912
230	26.984	25.925
231	27.963	25.91
232	28.951	25.907
233	16.996	25.92
234	17.98	25.935
235	19.04	25.9
236	20.045	25.924
237	20.999	25.892
238	21.945	25.895
239	24.036	25.953
240	23.245	26.014
241	23.217	27.926
242	24.171	27.919
243	24.133	26.965
244	23.159	27.0
245	21.971	27.883
246	21.992	26.873
247	27.017	26.917
248	27.013	27.885
249	25.105	26.949
250	26.095	27.828
251	25.068	27.858
252	26.04	26.933
253	15.942	26.943
254	16.002	27.941
255	15.102	26.951
256	15.035	27.891
257	13.133	26.968
258	14.07	27.899
259	13.979	26.983
260	13.087	27.961
261	10.892	26.911
262	12.139	28.005
263	12.068	26.999
264	16.981	26.937
265	18.038	27.974
266	18.004	26.964
267	16.996	27.901
268	14.058	28.995
269	15.956	28.912
270	15.037	28.942
271	16.969	28.883
272	9.92	26.907
273	7.962	22.994
274	20.973	26.907
275	18.97	26.953
276	27.93	26.89
277	24.114	28.955
278	25.134	28.934
279	29.961	18.97
